"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,1986
7.3,0.32,0.34,6.6,0.032,24,112,0.99505,3.22,0.46,9.8,6,1987
7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9,6,1988
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6,1991
7.9,0.35,0.24,15.6,0.072,44,229,0.99785,3.03,0.59,10.5,6,1994
6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2,6,1998
6.9,0.25,0.34,1.3,0.035,27,82,0.99045,3.18,0.44,12.2,6,2000
6.2,0.28,0.33,1.7,0.029,24,111,0.99,3.24,0.5,12.1,6,2004
6.1,0.27,0.33,2.2,0.021,26,117,0.9886,3.12,0.3,12.5,6,2005
6.3,0.26,0.21,4,0.03,24,125,0.9915,3.06,0.34,10.7,6,2007
7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6,2011
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,2014
7.3,0.26,0.31,1.6,0.04,39,173,0.9918,3.19,0.51,11.4,6,2015
5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9,6,2016
7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6,2019
8,0.29,0.29,13.2,0.046,26,113,0.9983,3.25,0.37,9.7,6,2022
7.7,0.3,0.32,1.6,0.037,23,124,0.9919,2.93,0.33,11,6,2024
7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,6,2025
7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,2026
6.5,0.26,0.27,12.9,0.044,69,215,0.9967,3.17,0.43,10,6,2028
6.2,0.35,0.29,7.3,0.044,56,244,0.9956,3.36,0.55,10,6,2030
6.3,0.27,0.46,11.75,0.037,61,212,0.9971,3.25,0.53,9.5,6,2031
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,2032
7.6,0.22,0.34,9.7,0.035,26,143,0.9965,3.08,0.49,9.8,6,2034
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,2035
7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6,2037
5.9,0.26,0.21,12.5,0.034,36,152,0.9972,3.28,0.43,9.5,6,2039
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6,2043
6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,6,2044
5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,6,2046
5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6,2047
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6,2048
7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3,6,2049
8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6,2051
8.6,0.18,0.36,1.8,0.04,24,187,0.9956,3.25,0.55,9.5,6,2052
7.8,0.27,0.34,1.6,0.046,27,154,0.9927,3.05,0.45,10.5,6,2053
8,0.24,0.3,17.45,0.056,43,184,0.9997,3.05,0.5,9.2,6,2055
6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,6,2056
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,2059
7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6,2061
8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3,6,2062
7.1,0.18,0.42,1.4,0.045,47,157,0.9916,2.95,0.31,10.5,6,2064
8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6,2065
6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6,2067
6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6,2068
6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,6,2069
7.1,0.2,0.41,2.1,0.054,24,166,0.9948,3.48,0.62,10.5,6,2070
6.2,0.34,0.29,7.6,0.047,45,232,0.9955,3.35,0.62,10,6,2071
7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,6,2072
8.8,0.17,0.38,1.8,0.04,39,148,0.9942,3.16,0.67,10.2,6,2074
6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,6,2075
7.5,0.21,0.34,1.2,0.06,26,111,0.9931,3.51,0.47,10.7,6,2078
8.1,0.26,0.37,1.9,0.072,48,159,0.9949,3.37,0.7,10.9,6,2079
6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3,6,2082
6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,6,2086
7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6,2088
8.3,0.21,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,2089
7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6,2090
7.1,0.21,0.4,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,2091
6.5,0.29,0.25,10.6,0.039,32,120,0.9962,3.31,0.34,10.1,6,2093
6.3,0.17,0.42,2.8,0.028,45,107,0.9908,3.27,0.43,11.8,6,2095
6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6,2098
6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,6,2099
8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6,2104
7,0.17,0.37,5.7,0.025,29,111,0.9938,3.2,0.49,10.8,6,2105
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,2107
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,2108
5.7,0.26,0.27,4.1,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,6,2109
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,2110
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,2111
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6,2112
8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6,2114
7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6,2115
7.5,0.14,0.34,1.3,0.055,50,153,0.9945,3.29,0.8,9.6,6,2116
7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6,2117
6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6,2122
7.1,0.21,0.3,1.4,0.037,45,143,0.9932,3.13,0.33,9.9,6,2123
7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,6,2124
7.9,0.22,0.45,14.2,0.038,53,141,0.9992,3.03,0.46,9.2,6,2127
6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,6,2129
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,2130
6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,6,2133
5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,2137
9.7,0.24,0.45,1.2,0.033,11,59,0.9926,2.74,0.47,10.8,6,2138
6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6,2139
7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,6,2140
6.8,0.32,0.37,3.4,0.023,19,87,0.9902,3.14,0.53,12.7,6,2141
9.4,0.26,0.53,1.2,0.047,25,109,0.9921,3.23,0.28,12.5,6,2142
7.9,0.14,0.28,1.8,0.041,44,178,0.9954,3.45,0.43,9.2,6,2147
7.2,0.21,0.34,1.1,0.046,25,80,0.992,3.25,0.4,11.3,6,2148
5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,6,2149
6.4,0.22,0.34,1.8,0.057,29,104,0.9959,3.81,0.57,10.3,6,2150
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,2151
6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6,2152
6.9,0.29,0.16,6.8,0.034,65,212,0.9955,3.08,0.39,9,6,2153
7.3,0.18,0.65,1.4,0.046,28,157,0.9946,3.33,0.62,9.4,6,2157
8.4,0.35,0.56,13.8,0.048,55,190,0.9993,3.07,0.58,9.4,6,2159
6.2,0.22,0.27,1.5,0.064,20,132,0.9938,3.22,0.46,9.2,6,2161
7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,6,2162
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6,2164
6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6,2166
8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,2167
6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,6,2169
7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6,2170
7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6,2171
7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6,2172
8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6,2175
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,2176
9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6,2177
6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6,2179
6.4,0.31,0.4,6.2,0.04,46,169,0.9953,3.15,0.46,9.3,6,2180
8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6,2181
7.9,0.255,0.26,2,0.026,40,190,0.9932,3.04,0.39,11.2,6,2182
6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,6,2183
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,2184
5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6,2186
6.9,0.16,0.35,1.3,0.043,21,182,0.9927,3.25,0.62,10.8,6,2187
6.5,0.22,0.72,6.8,0.042,33,168,0.9958,3.12,0.36,9.2,6,2188
6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6,2189
5.2,0.37,0.33,1.2,0.028,13,81,0.9902,3.37,0.38,11.7,6,2190
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6,2191
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,2194
7.2,0.16,0.32,0.8,0.04,50,121,0.9922,3.27,0.33,10,6,2195
8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,6,2196
6.6,0.25,0.31,12.4,0.059,52,181,0.9984,3.51,0.47,9.8,6,2197
5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,2198
6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6,2200
7,0.14,0.41,0.9,0.037,22,95,0.9914,3.25,0.43,10.9,6,2202
7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6,2203
7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6,2204
6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6,2208
6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,6,2209
7.1,0.36,0.56,1.3,0.046,25,102,0.9923,3.24,0.33,10.5,6,2211
6.8,0.23,0.4,1.6,0.047,5,133,0.993,3.23,0.7,11.4,6,2212
8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6,2214
5.9,0.19,0.26,7.4,0.034,33,123,0.995,3.49,0.42,10.1,6,2215
6.3,0.67,0.48,12.6,0.052,57,222,0.9979,3.17,0.52,9.3,6,2220
7.9,0.2,0.34,1.2,0.04,29,118,0.9932,3.14,0.41,10.6,6,2222
7.1,0.26,0.32,5.9,0.037,39,97,0.9934,3.31,0.4,11.6,6,2223
7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,6,2224
5.8,0.17,0.3,1.4,0.037,55,130,0.9909,3.29,0.38,11.3,6,2226
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6,2227
6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6,6,2228
8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6,2229
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,2230
7.2,0.22,0.49,1,0.045,34,140,0.99,3.05,0.34,12.7,6,2231
7.1,0.29,0.49,1.2,0.031,32,99,0.9893,3.07,0.33,12.2,6,2232
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6,2233
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,2234
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2235
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,2237
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,2238
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,2240
6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6,2242
8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,2243
8.5,0.17,0.74,3.6,0.05,29,128,0.9928,3.28,0.4,12.4,6,2246
7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,2248
8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6,2249
7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,2251
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,2253
7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6,2254
7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5,6,2255
7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6,2256
7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6,2257
6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6,2258
6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6,2259
7.4,0.28,0.49,1.5,0.034,20,126,0.9918,2.98,0.39,10.6,6,2260
6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6,2261
7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6,2265
6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6,2266
8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6,2267
6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6,2269
8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6,2270
7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6,2271
7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6,2272
8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6,2273
8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6,2274
8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6,2275
14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,2279
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,2283
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,2284
8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6,2286
6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6,2287
7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6,2288
7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,2289
7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6,2290
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6,2291
7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6,2295
8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6,2296
7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6,2297
6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6,2298
7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6,2299
7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6,2301
8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6,2303
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,2304
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,2305
6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6,2307
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,2308
9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,6,2309
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,2310
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,2311
7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6,2313
6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6,2314
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,2315
8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6,2316
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,2318
6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,2319
6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6,2320
6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,6,2321
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,2322
8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,2323
7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6,2325
7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6,2327
6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6,2330
7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6,2332
6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6,2333
8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6,2337
8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6,2338
7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6,2339
8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6,2340
6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6,2343
7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6,2345
7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6,2350
7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6,2351
6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,6,2352
7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,2353
7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6,2356
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,2357
7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6,2358
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,2360
7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6,2362
6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6,2365
6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,6,2366
7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,2367
6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6,2368
7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,2375
7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,2376
7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6,2377
9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6,2378
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,2381
8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,2382
6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,2383
7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6,2385
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,2387
8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,2388
7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,2390
6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,2391
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,2398
6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,2401
7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,2402
6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,2403
8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,2405
8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,2406
7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,2407
6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,2408
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,2410
6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,2413
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,2415
8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,2416
5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,2418
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,2420
6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,2421
6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,2422
6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,2423
7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,2424
7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,2426
6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6,2427
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,2428
6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,2429
7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,2430
8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,2432
7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,2434
6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,2435
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,2436
8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,2437
6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,2438
7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,2441
7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,2442
8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,2446
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,2449
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,2450
7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,2451
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,2452
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,2455
10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,2456
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,2458
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,2459
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2460
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,2461
6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,2463
7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,2464
6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,2465
7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,2466
6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,2467
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,2469
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,2470
9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,2471
6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,2472
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,2473
6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,2475
8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,2476
7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,2477
7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,2478
7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,2479
7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,2481
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,2482
8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,2485
