"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id","quality.hat","match"
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,2852,6,TRUE
5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,6,2853,5,FALSE
6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,6,2855,6,TRUE
6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,6,2857,6,TRUE
6.9,0.22,0.31,6.3,0.029,41,131,0.99326,3.08,0.49,10.8,6,2861,6,TRUE
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6,2867,6,TRUE
5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6,2869,6,TRUE
6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,6,2870,5,FALSE
6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,2874,6,TRUE
6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,6,2875,6,TRUE
6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,6,2878,5,FALSE
7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6,2880,6,TRUE
6.8,0.32,0.39,9.6,0.026,34,124,0.99286,3.18,0.35,12.1,6,2882,6,TRUE
6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6,2884,6,TRUE
6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5,6,2889,5,FALSE
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,2893,6,TRUE
7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6,2897,6,TRUE
7,0.45,0.34,19.8,0.04,12,67,0.9976,3.07,0.38,11,6,2904,6,TRUE
7.5,0.18,0.37,6.2,0.05,21,138,0.99546,3.2,0.55,10.5,6,2907,6,TRUE
7.1,0.17,0.43,1.3,0.023,33,132,0.99067,3.11,0.56,11.7,6,2920,5,FALSE
6,0.35,0.51,1.2,0.029,10,102,0.9903,3.46,0.42,11.9,6,2928,6,TRUE
6.6,0.17,0.35,2.6,0.03,33,78,0.99146,3.22,0.72,11.3,6,2929,5,FALSE
6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6,2931,6,TRUE
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6,2934,6,TRUE
7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,6,2937,6,TRUE
7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2,6,2939,6,TRUE
7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,6,2941,6,TRUE
6.1,0.21,0.38,1.5,0.039,37,122,0.98972,3.2,0.43,12,6,2950,5,FALSE
6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7,6,2951,6,TRUE
6.6,0.25,0.35,2.9,0.034,38,121,0.99008,3.19,0.4,12.8,6,2953,6,TRUE
7.8,0.17,0.5,1.3,0.045,35,140,0.9904,3.16,0.4,12,6,2960,5,FALSE
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2961,6,TRUE
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2962,6,TRUE
6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,2963,6,TRUE
7.2,0.32,0.4,8.7,0.038,45,154,0.99568,3.2,0.47,10.4,6,2964,6,TRUE
7.6,0.25,1.23,4.6,0.035,51,294,0.99018,3.03,0.43,13.1,6,2969,6,TRUE
6.9,0.19,0.32,7.9,0.042,30,130,0.99456,3.4,0.39,10.5,6,2972,6,TRUE
7.8,0.3,0.36,4.6,0.024,20,198,0.99222,3.06,0.66,11.9,6,2974,5,FALSE
5.2,0.34,0.37,6.2,0.031,42,133,0.99076,3.25,0.41,12.5,6,2976,6,TRUE
5.7,0.16,0.26,6.3,0.043,28,113,0.9936,3.06,0.58,9.9,6,2978,5,FALSE
7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,6,2979,6,TRUE
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6,2982,6,TRUE
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,2984,6,TRUE
6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,2986,5,FALSE
7.9,0.34,0.44,6.5,0.027,47,126,0.99124,2.96,0.37,12.5,6,2991,6,TRUE
5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,6,2996,5,FALSE
6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,6,2998,5,FALSE
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,3001,5,FALSE
6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4,6,3004,5,FALSE
6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,6,3005,5,FALSE
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6,3006,5,FALSE
6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9,6,3007,6,TRUE
6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,6,3010,5,FALSE
6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6,3011,6,TRUE
7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,6,3012,6,TRUE
7.7,0.27,0.49,3.8,0.037,46,139,0.99116,3.04,0.38,11.6,6,3014,6,TRUE
6.7,0.24,0.37,11.3,0.043,64,173,0.99632,3.08,0.53,9.9,6,3016,6,TRUE
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3018,5,FALSE
7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,3021,6,TRUE
5.9,0.24,0.12,1.4,0.035,60,247,0.99358,3.34,0.44,9.6,6,3023,6,TRUE
5.8,0.23,0.2,2,0.043,39,154,0.99226,3.21,0.39,10.2,6,3025,6,TRUE
8,0.34,0.25,6.4,0.035,38,103,0.99148,2.91,0.23,12.2,6,3030,5,FALSE
6.6,0.435,0.38,9.2,0.058,66,243,0.99833,3.23,0.54,9.1,6,3036,6,TRUE
5.8,0.18,0.37,1.1,0.036,31,96,0.98942,3.16,0.48,12,6,3037,6,TRUE
6.9,0.17,0.3,2,0.047,13,117,0.99152,3.16,0.51,11.6,6,3041,6,TRUE
6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6,3042,5,FALSE
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,3047,6,TRUE
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6,3048,5,FALSE
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6,3060,6,TRUE
6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6,6,3061,6,TRUE
6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6,3062,5,FALSE
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6,3067,6,TRUE
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6,3068,6,TRUE
6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,6,3071,5,FALSE
6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2,6,3074,6,TRUE
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6,3081,5,FALSE
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6,3084,6,TRUE
6.9,0.29,0.3,8.2,0.026,35,112,0.99144,3,0.37,12.3,6,3085,6,TRUE
7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,3088,5,FALSE
6.3,0.19,0.29,5.5,0.042,44,189,0.99304,3.19,0.47,10.3,6,3089,5,FALSE
5.8,0.18,0.28,1.3,0.034,9,94,0.99092,3.21,0.52,11.2,6,3093,6,TRUE
5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2,6,3094,6,TRUE
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6,3096,6,TRUE
6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,6,3097,6,TRUE
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,3103,6,TRUE
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,3104,6,TRUE
5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6,3105,5,FALSE
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6,3107,5,FALSE
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6,3108,6,TRUE
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,3109,6,TRUE
6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,3111,6,TRUE
7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6,3113,5,FALSE
6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6,3118,6,TRUE
6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6,3120,6,TRUE
6.8,0.17,0.34,2,0.04,38,111,0.99,3.24,0.45,12.9,6,3121,5,FALSE
6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,3125,5,FALSE
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,3126,6,TRUE
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6,3127,5,FALSE
8,0.2,0.44,1,0.057,24,111,0.99158,3.09,0.32,11.2,6,3131,6,TRUE
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,3133,5,FALSE
6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6,3137,6,TRUE
7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13,6,3150,6,TRUE
6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,3156,6,TRUE
7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,3157,5,FALSE
7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10,6,3160,6,TRUE
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,3161,5,FALSE
5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6,3162,6,TRUE
6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6,3168,6,TRUE
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,3172,6,TRUE
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,3173,5,FALSE
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,3175,6,TRUE
7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3,0.41,12.6,6,3176,6,TRUE
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,3177,5,FALSE
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,3182,5,FALSE
6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,3183,6,TRUE
6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6,3184,5,FALSE
6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6,3185,6,TRUE
6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6,3186,6,TRUE
6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6,3187,5,FALSE
6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6,3192,5,FALSE
6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,6,3201,5,FALSE
5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,3205,6,TRUE
6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10,6,3206,5,FALSE
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6,3209,6,TRUE
6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6,3210,6,TRUE
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,3213,6,TRUE
6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6,3215,5,FALSE
6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6,3216,6,TRUE
6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,3217,6,TRUE
6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,3221,6,TRUE
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,3223,5,FALSE
6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,3224,6,TRUE
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3232,6,TRUE
6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,3234,6,TRUE
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,3236,6,TRUE
6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,3240,5,FALSE
6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,3241,5,FALSE
6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,3243,6,TRUE
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,3244,6,TRUE
5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6,3245,6,TRUE
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,3248,6,TRUE
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,3250,6,TRUE
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,3251,6,TRUE
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6,3252,6,TRUE
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,3253,6,TRUE
7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,3257,6,TRUE
6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6,3260,5,FALSE
6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,3261,6,TRUE
6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,3262,6,TRUE
6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6,3263,6,TRUE
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,3264,5,FALSE
8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,3266,6,TRUE
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,3267,6,TRUE
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,3269,6,TRUE
7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,3277,5,FALSE
6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,3283,6,TRUE
7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,3285,6,TRUE
5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,3289,5,FALSE
5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,3290,6,TRUE
5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,3291,6,TRUE
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,3293,6,TRUE
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,3294,6,TRUE
6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,3295,6,TRUE
8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,3297,6,TRUE
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,3299,6,TRUE
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,3306,6,TRUE
6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,3309,5,FALSE
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,3314,6,TRUE
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,3315,5,FALSE
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,3321,5,FALSE
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,3325,6,TRUE
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6,3331,6,TRUE
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,3334,6,TRUE
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,3335,6,TRUE
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3336,6,TRUE
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,3340,5,FALSE
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,3341,6,TRUE
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3343,6,TRUE
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3344,6,TRUE
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,3347,6,TRUE
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,3350,6,TRUE
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,3351,5,FALSE
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,3352,6,TRUE
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,3355,6,TRUE
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3357,5,FALSE
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3358,6,TRUE
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,3360,6,TRUE
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,3363,6,TRUE
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3366,5,FALSE
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,3367,5,FALSE
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,3374,6,TRUE
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,3376,5,FALSE
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,3379,5,FALSE
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,3380,6,TRUE
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,3381,6,TRUE
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,3388,5,FALSE
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,3392,6,TRUE
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6,3393,6,TRUE
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,3397,6,TRUE
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,3400,5,FALSE
6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,3401,6,TRUE
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,3406,6,TRUE
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,3407,6,TRUE
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,3411,6,TRUE
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,3412,6,TRUE
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6,3413,6,TRUE
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6,3416,6,TRUE
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,3417,5,FALSE
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,3420,6,TRUE
6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6,3422,5,FALSE
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,3423,6,TRUE
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,3424,6,TRUE
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,3425,5,FALSE
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,3426,6,TRUE
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,3430,6,TRUE
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,3431,5,FALSE
5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6,3432,6,TRUE
6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6,3435,6,TRUE
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,3436,6,TRUE
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,3438,5,FALSE
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6,3439,6,TRUE
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6,3444,6,TRUE
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,3449,6,TRUE
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,3451,6,TRUE
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,3453,5,FALSE
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,3454,6,TRUE
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,3458,6,TRUE
6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6,3462,6,TRUE
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,3464,5,FALSE
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6,3465,5,FALSE
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,3467,6,TRUE
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,3468,6,TRUE
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3469,6,TRUE
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,3472,6,TRUE
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,3475,5,FALSE
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,3476,6,TRUE
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,3478,6,TRUE
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,3479,6,TRUE
5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6,3481,5,FALSE
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,3482,6,TRUE
3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6,3486,5,FALSE
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,3489,6,TRUE
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,3491,5,FALSE
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,3494,6,TRUE
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,3503,6,TRUE
7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6,3504,6,TRUE
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,3505,6,TRUE
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,3509,5,FALSE
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,3510,5,FALSE
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,3516,6,TRUE
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,3518,6,TRUE
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,3530,5,FALSE
7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,3531,5,FALSE
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,3532,5,FALSE
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3534,6,TRUE
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,3535,5,FALSE
6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6,3546,6,TRUE
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,3547,6,TRUE
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,6,3548,5,FALSE
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,3551,6,TRUE
6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,3552,6,TRUE
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,3556,5,FALSE
7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6,3557,6,TRUE
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,3559,5,FALSE
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3561,6,TRUE
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3565,5,FALSE
