"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","row_id"
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,3314
7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,3315
7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,3321
6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,3325
7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1,6,3331
6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6,3334
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6,3335
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,3336
6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6,3340
5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,3341
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3343
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6,3344
6.9,0.27,0.25,7.5,0.03,18,117,0.99116,3.09,0.38,13,6,3347
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,3350
6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,3351
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,3352
7.3,0.23,0.41,14.6,0.048,73,223,0.99863,3.16,0.71,9.4,6,3355
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3357
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3358
6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,6,3360
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6,3363
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6,3366
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6,3367
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6,3374
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,3376
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,3379
6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6,3380
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6,3381
7.1,0.44,0.27,8.4,0.057,60,160,0.99257,3.16,0.36,11.8,6,3388
5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6,3392
5.7,0.25,0.21,1.5,0.044,21,108,0.99142,3.3,0.59,11,6,3393
5.7,0.25,0.26,12.5,0.049,52.5,106,0.99691,3.08,0.45,9.4,6,3397
7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6,3400
6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6,3401
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6,3406
6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6,3407
6.3,0.29,0.23,14.2,0.037,24,99,0.99528,3.08,0.38,10.6,6,3411
6.8,0.3,0.26,20.3,0.037,45,150,0.99727,3.04,0.38,12.3,6,3412
6.7,0.28,0.42,3.5,0.035,43,105,0.99021,3.18,0.38,12.2,6,3413
6,0.2,0.25,2,0.041,30,95,0.99078,3.27,0.56,11.1,6,3416
6.1,0.17,0.29,1.1,0.041,32,92,0.99036,3.26,0.57,11.2,6,3417
6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6,3420
6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6,3422
6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6,3423
6.6,0.44,0.32,3,0.095,13,75,0.98954,3.1,0.63,12.8,6,3424
6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,3425
5.7,0.25,0.27,11.5,0.04,24,120,0.99411,3.33,0.31,10.8,6,3426
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,3430
6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,3431
5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6,3432
6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6,3435
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,3436
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,3438
6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,6,3439
6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,6,3444
7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6,3449
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,3451
5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,6,3453
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6,3454
6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,6,3458
6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,6,3462
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6,3464
8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,6,3465
6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,6,3467
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6,3468
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6,3469
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,3472
6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,3475
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6,3476
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6,3478
6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,3479
5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6,3481
6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,3482
3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,6,3486
7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6,3489
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6,3491
5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,6,3494
6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,3503
7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,6,3504
6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,6,3505
5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,6,3509
6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,6,3510
6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,6,3516
5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6,3518
7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,6,3530
7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,6,3531
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,3532
6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,6,3534
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6,3535
6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,6,3546
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,3547
5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.06666667,6,3548
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6,3551
6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,6,3552
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6,3556
7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6,3557
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6,3559
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3561
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3565
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6,3566
6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,3567
6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,6,3568
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,3571
7.2,0.24,0.24,1.7,0.045,18,161,0.99196,3.25,0.53,11.2,6,3574
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.33333333,6,3575
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6,3577
6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6,3578
5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,6,3580
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,3582
6.4,0.28,0.22,12.8,0.039,51,150,0.99535,3.23,0.43,10.7,6,3583
6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6,3585
7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6,3589
6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,3591
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,3595
6,0.2,0.38,1.3,0.034,37,104,0.98865,3.11,0.52,12.7,6,3597
6.7,0.31,0.33,2,0.033,12,74,0.99064,3.29,0.65,12.5,6,3599
6.4,0.15,0.25,7.8,0.05,13,68,0.99394,3.16,0.4,9.9,6,3600
6.4,0.13,0.28,0.9,0.045,32,87,0.99175,3.47,0.52,11.2,6,3601
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,3602
6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,6,3603
6.1,0.28,0.23,4.2,0.038,13,95,0.98898,2.97,0.7,13.1,6,3605
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6,3606
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6,3607
7.1,0.25,0.31,2.3,0.05,32,156,0.9914,3.14,0.51,11.4,6,3614
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6,3618
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6,3620
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6,3624
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6,3629
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6,3630
5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,3634
7.3,0.26,0.53,12.7,0.047,60.5,156,0.9984,3.06,0.45,9.1,6,3636
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6,3638
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6,3639
6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,6,3642
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,3647
6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6,3655
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6,3661
6.4,0.23,0.37,7.9,0.05,60,150,0.99488,2.86,0.49,9.3,6,3663
5.9,0.34,0.25,2,0.042,12,110,0.99034,3.02,0.54,11.4,6,3664
5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6,3665
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3666
5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,3668
6.7,0.45,0.3,5.3,0.036,27,165,0.99122,3.12,0.46,12.2,6,3671
5.8,0.42,0.3,2.2,0.035,26,129,0.989,3.32,0.47,12.9,6,3673
6.7,0.66,0,13,0.033,32,75,0.99551,3.15,0.5,10.7,6,3676
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6,3677
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,3678
6.9,0.23,0.35,6.9,0.03,45,116,0.99244,2.8,0.54,11,6,3679
6.8,0.38,0.29,9.9,0.037,40,146,0.99326,3.11,0.37,11.5,6,3682
5.9,0.44,0.36,2.5,0.03,12,73,0.99201,3.22,0.48,10.8,6,3685
6.4,0.38,0.19,4.5,0.038,36,119,0.99151,3.07,0.42,11.2,6,3686
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,3689
6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6,3690
6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6,3692
6.2,0.28,0.41,5,0.043,50,188,0.99318,3.23,0.64,10.8,6,3693
5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6,3694
6.6,0.26,0.36,1.2,0.035,43,126,0.99094,3.01,0.63,11.4,6,3699
6.5,0.21,0.35,5.7,0.043,47,197,0.99392,3.24,0.5,10.1,6,3700
6.8,0.29,0.22,3.4,0.035,40,122,0.99024,3.09,0.47,12.3,6,3701
6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,6,3707
6.5,0.25,0.32,9.9,0.045,41,128,0.99636,3.18,0.52,9.6,6,3709
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3715
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3716
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3718
6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,6,3719
7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,6,3721
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6,3722
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6,3725
5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,3726
5.9,0.21,0.31,1.8,0.033,45,142,0.98984,3.35,0.5,12.7,6,3728
5.4,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,6,3729
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6,3732
4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,6,3734
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,3737
6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6,3740
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6,3745
6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6,3749
6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6,3750
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6,3762
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6,3769
6.7,0.3,0.5,12.1,0.045,38,127,0.9974,3.04,0.53,8.9,6,3775
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,3778
6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6,3783
5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6,3784
6.6,0.28,0.09,10.9,0.051,37,131,0.99566,2.93,0.62,9.5,6,3785
6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6,3786
6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,6,3790
5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6,3791
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6,3794
5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,6,3799
5.6,0.33,0.28,1.2,0.031,33,97,0.99126,3.49,0.58,10.9,6,3801
6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,6,3803
4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6,3807
7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,6,3809
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6,3811
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6,3813
7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6,3814
6,0.43,0.34,7.6,0.045,25,118,0.99222,3.03,0.37,11,6,3815
5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,6,3822
5.7,0.21,0.32,1.6,0.03,33,122,0.99044,3.33,0.52,11.9,6,3825
7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,6,3827
6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,6,3828
4.9,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6,3833
6.1,0.34,0.29,2.2,0.036,25,100,0.98938,3.06,0.44,11.8,6,3834
6.2,0.21,0.29,1.6,0.039,24,92,0.99114,3.27,0.5,11.2,6,3836
6,0.21,0.38,0.8,0.02,22,98,0.98941,3.26,0.32,11.8,6,3838
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,3847
7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,7,3848
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,7,3849
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,7,3850
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,7,3852
6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7,3853
6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7,3856
7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5,7,3858
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,3864
6.2,0.25,0.25,1.4,0.03,35,105,0.9912,3.3,0.44,11.1,7,3865
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,3870
6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,3871
7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7,3875
5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7,3882
6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,7,3887
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,3888
7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7,3889
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,3895
6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4,7,3896
7.3,0.2,0.44,1.4,0.045,21,98,0.9924,3.15,0.46,10,7,3897
6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,7,3898
5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,3899
5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8,7,3900
7,0.3,0.38,14.9,0.032,60,181,0.9983,3.18,0.61,9.3,7,3902
7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,7,3904
6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7,3905
6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,7,3912
7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,7,3915
7.4,0.28,0.36,1.1,0.028,42,105,0.9893,2.99,0.39,12.4,7,3916
7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,7,3917
6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,7,3921
9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,7,3923
7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7,3925
6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,7,3928
6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,7,3930
7.4,0.2,0.33,1.9,0.035,39,138,0.991,3.17,0.44,11.7,7,3932
7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,3941
5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11,7,3943
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3945
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3946
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7,3947
5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,3951
5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,3952
7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,3963
7.1,0.13,0.4,1.2,0.047,54,134,0.9932,3.3,0.97,9.8,7,3965
5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,7,3973
5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,7,3974
7.1,0.16,0.36,10.7,0.044,20,90,0.9959,3.16,0.44,10.9,7,3978
7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,7,3979
7.5,0.34,0.35,6,0.034,12,126,0.9924,3.16,0.39,12,7,3980
6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7,3988
6.6,0.2,0.38,7.9,0.052,30,145,0.9947,3.32,0.56,11,7,4002
6.7,0.25,0.33,2.9,0.057,52,173,0.9934,3.02,0.48,9.5,7,4006
8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3,7,4015
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,4016
6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6,7,4019
6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7,4020
7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,7,4021
7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7,4023
8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7,4025
7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7,4028
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7,4029
7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,4031
8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7,4034
8.2,0.29,0.33,9.1,0.036,28,118,0.9953,2.96,0.4,10.9,7,4038
6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7,4039
6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7,4041
7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7,4042
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4047
7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,7,4049
7.9,0.25,0.29,5.3,0.031,33,117,0.9918,3.06,0.32,11.8,7,4053
6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7,4054
6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7,4059
7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,7,4062
7.2,0.23,0.39,2.3,0.033,29,102,0.9908,3.26,0.54,12.3,7,4065
7.9,0.41,0.37,4.5,0.03,40,114,0.992,3.17,0.54,12.4,7,4066
7.9,0.44,0.37,5.85,0.033,27,93,0.992,3.16,0.54,12.6,7,4067
7.4,0.18,0.42,2.1,0.036,33,187,0.9938,3.4,0.41,10.6,7,4069
8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,7,4070
7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,4071
5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5,7,4074
6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,7,4076
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,4078
8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7,4079
6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,4082
7.3,0.42,0.38,6.8,0.045,29,122,0.9925,3.19,0.37,12.6,7,4085
7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7,7,4086
7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7,4087
7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2,7,4089
8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9,7,4090
6.5,0.19,0.32,1.4,0.04,31,132,0.9922,3.36,0.54,10.8,7,4093
6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1,7,4100
5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7,4103
7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7,4104
6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,7,4106
8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7,4115
7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7,4118
7.3,0.22,0.49,9.4,0.034,29,134,0.9939,2.99,0.32,11,7,4124
7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7,4127
7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7,4128
7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7,4130
